	Record_num	Operator_id	ALM_COOL_PUMP_RUN_COL_RET_VALVE_CLS	ALM_COOL_PUMP_WORK_HRS_MAX	ALM_INLET_FLOW_HIGH	ALM_INLET_FLOW_LOW	ALM_INLET_PRESSURE_MIN	ALM_P1_FILTER_CLOGGED	ALM_P1_WORK_HRS_MAX	ALM_P2_FILTER_CLOGGED	ALM_P2_WORK_HRS_MAX	ALM_P3_FILTER_CLOGGED	ALM_P3_WORK_HRS_MAX	ALM_RP_FILTER_CLOGGED	ALM_RP_WORK_HRS_MAX	ALM_TANK_LEVEL_HIGH	ALM_TANK_LEVEL_LOW	ALM_TANK_TEMP_MAX	ALM_TANK_TEMP_MIN	STAT_COOL_PUMP_RUN	STAT_COOL_RET_VALVE_OPEN	STAT_DISCHG_VALVE_OPEN	STAT_HEATER_RUN	STAT_INLET_VALVE_OPEN	STAT_P1_RUN	STAT_P2_RUN	STAT_P3_RUN	STAT_RP_RUN	STAT_COOL_PUMP_WORK_HRS	STAT_FLOW_IN	STAT_P1_WORK_HRS	STAT_P2_WORK_HRS	STAT_P3_WORK_HRS	STAT_RP_WORK_HRS	STAT_OUTSIDE_TEMP	STAT_P1_FILTER_CLOG	STAT_P2_FILTER_CLOG	STAT_P3_FILTER_CLOG	STAT_PRESSURE_IN	STAT_RP_FILTER_CLOG	STAT_TANK_LEVEL	STAT_TANK_TEMP	CMD_COOL_PUMP_START	CMD_COOL_PUMP_STOP	CMD_COOL_PUMP_WORK_HRS_RESET	CMD_COOL_RET_VALVE_CLOSE	CMD_COOL_RET_VALVE_OPEN	CMD_DISCHG_VALVE_CLOSE	CMD_DISCHG_VALVE_OPEN	CMD_HEATER_START	CMD_HEATER_STOP	CMD_INLET_VALVE_CLOSE	CMD_INLET_VALVE_OPEN	CMD_P1_FILTER_CLEAN	CMD_P1_START	CMD_P1_STOP	CMD_P1_WORK_HRS_RESET	CMD_P2_FILTER_CLEAN	CMD_P2_START	CMD_P2_STOP	CMD_P2_WORK_HRS_RESET	CMD_P3_FILTER_CLEAN	CMD_P3_START	CMD_P3_STOP	CMD_P3_WORK_HRS_RESET	CMD_RP_FILTER_CLEAN	CMD_RP_START	CMD_RP_STOP	CMD_RP_WORK_HRS_RESET	SET_COOL_PUMP_POWER	SET_HEAT_EXCHG_VALVE_OPEN	SET_P1_POWER	SET_P2_POWER	SET_P3_POWER	SET_RP_POWER
56492	3324	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	83810	100	4740	4750	0	19610	46.19987	67.48459	66.98459	0.0	5.276541	96.1991	37.5	9.599998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0
56509	3325	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	83810	100	4900	4910	0	19610	47.79984	67.48459	66.98459	0.0	5.116544	96.1991	69.5	41.6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	50	100	100	0	0
56526	3326	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	83810	100	4900	4910	0	19610	47.79984	69.08456	68.58456	0.0	5.116544	96.1991	69.5	41.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	0
56543	3327	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	0	83810	100	4900	4910	0	19610	47.79984	69.08456	68.58456	0.0	5.116544	96.1991	69.5	41.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	50	100	100	0	0
56560	3328	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	0	0	83810	100	4900	4910	0	19610	47.79984	69.08456	68.58456	0.0	5.116544	96.1991	69.5	41.6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	0
56577	3329	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	83930	100	5020	5030	0	19610	48.99982	69.08456	68.58456	0.0	4.996545	96.1991	93.5	35.6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	100
56594	3330	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	83940	100	5030	5040	0	19620	49.09982	70.28455	69.78455	0.0	5.036546	96.2991	95.5	35.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	100
56611	3331	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	84190	100	5280	5290	0	19870	48.59983	69.88454	69.38454	0.0	6.03655	98.79906	83.0	22.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	100
56628	3332	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	84450	100	5540	5550	0	19870	45.99987	59.88451	59.38451	0.0	5.776553	98.79906	70.0	9.599998	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0
56645	3333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	84450	100	5540	5550	0	19870	45.99987	62.48447	61.98447	0.0	5.776553	98.79906	70.0	9.599998	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0
56662	3334	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	84450	100	5540	5550	0	19870	45.99987	62.48447	61.98447	0.0	5.776553	98.79906	70.0	9.599998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0
56679	3335	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	84450	100	5540	5550	0	19870	45.99987	62.48447	61.98447	0.0	5.776553	98.79906	70.0	9.599998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0
56696	3336	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	84450	100	5700	5710	0	19870	44.39989	62.48447	61.98447	0.0	5.616556	98.79906	62.0	41.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	50	100	100	0	0
56713	3337	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	84450	100	5700	5710	0	19870	44.39989	64.08444	63.58444	0.0	5.616556	98.79906	62.0	41.6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	0
56730	3338	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	84450	100	5700	5710	0	19870	44.39989	64.08444	63.58444	0.0	5.616556	98.79906	62.0	41.6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	0
56747	3339	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	84450	100	5700	5710	0	19870	44.39989	64.08444	63.58444	0.0	5.616556	98.79906	62.0	41.6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	0
56764	3340	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	85070	100	6320	6330	0	19870	38.19999	64.08444	63.58444	0.0	4.996565	98.79906	31.0	10.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	100
56781	3341	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	85090	100	6340	6350	0	19890	37.99999	70.28435	69.78435	0.0	5.076566	98.99906	30.0	9.599998	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	100
56798	3342	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	85090	100	6340	6350	0	19890	37.99999	69.48434	68.98434	0.0	5.076566	98.99906	30.0	9.599998	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	100
56815	3343	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	85090	100	6340	6350	0	19890	37.99999	69.48434	68.98434	0.0	5.076566	98.99906	30.0	9.599998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	100
56832	3344	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	85090	100	6340	6350	0	19890	37.99999	69.48434	68.98434	0.0	5.076566	98.99906	30.0	9.599998	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	100
56849	3345	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	85090	100	6500	6510	0	19980	36.40002	69.48434	68.98434	0.0	5.366568	99.99905	22.0	41.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	0
56866	3346	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	85090	100	6500	6510	0	19980	36.40002	66.58432	66.08432	0.0	5.366568	99.99905	22.0	41.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	50	100	100	0	0
56883	3347	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	1	0	0	85090	100	6500	6510	0	19980	36.40002	66.58432	66.08432	0.0	5.366568	99.99905	22.0	41.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	50	100	100	0	0
56900	3348	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	1	0	0	85090	100	6500	6510	0	19980	36.40002	66.58432	66.08432	0.0	5.366568	99.99905	22.0	41.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	50	100	100	0	0
56917	3349	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	1	1	0	0	85340	100	6750	6760	0	19980	33.90005	66.58432	66.08432	0.0	5.116572	99.99905	9.5	29.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	0
56934	3350	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1	0	0	85460	100	6870	6880	0	19980	32.70007	69.08428	68.58428	0.0	4.996573	99.99905	33.5	23.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	0
56951	3351	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	1	0	1	85460	100	6870	6880	0	19980	32.70007	70.28426	69.78426	0.0	4.996573	0.0	33.5	23.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	100
56968	3352	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	85720	100	7130	7140	0	20240	30.10008	70.28426	69.78426	0.0	6.036578	2.6	85.5	10.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	100
56985	3353	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	85730	100	7140	7150	0	20240	30.00008	59.88422	59.38422	0.0	6.026578	2.6	87.5	9.599998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0
57002	3354	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	85730	100	7140	7150	0	20240	30.00008	59.98422	59.48422	0.0	6.026578	2.6	87.5	9.599998	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0
57019	3355	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	85730	100	7140	7150	0	20240	30.00008	59.98422	59.48422	0.0	6.026578	2.6	87.5	9.599998	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0
57036	3356	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	85730	100	7140	7150	0	20240	30.00008	59.98422	59.48422	0.0	6.026578	2.6	87.5	9.599998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0
57053	3357	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	85730	100	7180	7190	0	20240	29.60007	59.98422	59.48422	0.0	5.986578	2.6	95.5	17.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0
57070	3358	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	85730	100	7300	7310	0	20240	28.40007	60.38422	59.88422	0.0	5.86658	2.6	89.5	41.6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	0
57087	3359	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	85730	100	7300	7310	0	20240	28.40007	61.5842	61.0842	0.0	5.86658	2.6	89.5	41.6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	0
57104	3360	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	85730	100	7300	7310	0	20240	28.40007	61.5842	61.0842	0.0	5.86658	2.6	89.5	41.6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	0
57121	3361	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	85730	100	7300	7310	0	20240	28.40007	61.5842	61.0842	0.0	5.86658	2.6	89.5	41.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	0
57138	3362	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	86370	100	7940	7950	0	20240	22.00005	61.5842	61.0842	0.0	5.22659	2.6	57.5	9.599998	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0
57155	3363	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	86370	100	7940	7950	0	20240	22.00005	67.9841	67.4841	0.0	5.22659	2.6	57.5	9.599998	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0
57172	3364	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	86370	100	7940	7950	0	20240	22.00005	67.9841	67.4841	0.0	5.22659	2.6	57.5	9.599998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0
57189	3365	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	86370	100	7940	7950	0	20240	22.00005	67.9841	67.4841	0.0	5.22659	2.6	57.5	9.599998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0
57206	3366	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	86370	100	8100	8110	0	20240	20.40004	67.9841	67.4841	0.0	5.066592	2.6	49.5	41.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	50	100	100	0	0
57223	3367	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	86370	100	8100	8110	0	20240	20.40004	69.58408	69.08408	0.0	5.066592	2.6	49.5	41.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	50	100	100	0	0
57240	3368	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	86370	100	8100	8110	0	20240	20.40004	69.58408	69.08408	0.0	5.066592	2.6	49.5	41.6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	0
57257	3369	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	86370	100	8100	8110	0	20240	20.40004	69.58408	69.08408	0.0	5.066592	2.6	49.5	41.6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	0
57274	3370	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	86440	100	8170	8180	0	20240	19.70004	69.58408	69.08408	0.0	4.996593	2.6	46.0	38.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	100
57291	3371	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	86700	100	8430	8440	0	20500	17.10003	70.28407	69.78407	0.0	6.036597	5.199997	33.0	25.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	100
57308	3372	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	87010	100	8740	8750	0	20500	14.00002	59.88403	59.38403	0.0	5.726602	5.199997	17.5	9.599998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0
57325	3373	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	87010	100	8740	8750	0	20500	14.00002	62.98398	62.48398	0.0	5.726602	5.199997	17.5	9.599998	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0
57342	3374	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	87010	100	8740	8750	0	20500	14.00002	62.98398	62.48398	0.0	5.726602	5.199997	17.5	9.599998	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0
57359	3375	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	87010	100	8740	8750	0	20500	14.00002	62.98398	62.48398	0.0	5.726602	5.199997	17.5	9.599998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0
57376	3376	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	87010	100	8900	8910	0	20500	12.40001	62.98398	62.48398	0.0	5.566605	5.199997	9.5	41.6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0
57393	3377	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	87010	100	8900	8910	0	20500	12.40001	64.58395	64.08395	0.0	5.566605	5.199997	9.5	41.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	0
57410	3378	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	0	0	87010	100	8900	8910	0	20500	12.40001	64.58395	64.08395	0.0	5.566605	5.199997	9.5	41.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	50	100	100	0	0
57427	3379	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	1	0	0	87010	100	8900	8910	0	20500	12.40001	64.58395	64.08395	0.0	5.566605	5.199997	9.5	41.6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	0
57444	3380	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	1	0	0	87010	100	8900	8910	0	20500	12.40001	64.58395	64.08395	0.0	5.566605	5.199997	9.5	41.6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	0
57461	3381	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	87440	100	9330	9340	0	20500	8.099993	64.58395	64.08395	0.0	5.136611	5.199997	95.5	20.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	0
57478	3382	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	87580	100	9470	9480	0	20500	6.699994	68.88389	68.38389	0.0	4.996614	5.199997	88.5	13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	100
57495	3383	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	87650	100	9540	9550	0	20570	5.999995	70.28387	69.78387	0.0	5.276614	5.899997	85.0	9.599998	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	100
57512	3384	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	87650	100	9540	9550	0	20570	5.999995	67.48386	66.98386	0.0	5.276614	5.899997	85.0	9.599998	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	100
57529	3385	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	87650	100	9540	9550	0	20570	5.999995	67.48386	66.98386	0.0	5.276614	5.899997	85.0	9.599998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	100
57546	3386	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	87650	100	9540	9550	0	20570	5.999995	67.48386	66.98386	0.0	5.276614	5.899997	85.0	9.599998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	100
57563	3387	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	87650	100	9700	9710	0	20730	4.399996	67.48386	66.98386	0.0	5.916617	7.499995	77.0	41.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	50	100	100	0	100
57580	3388	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	1	87650	100	9700	9710	0	20730	4.399996	61.08383	60.58383	0.0	5.916617	7.499995	77.0	41.6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	100
57597	3389	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	87650	100	9700	9710	0	20730	4.399996	61.08383	60.58383	0.0	5.916617	7.499995	77.0	41.6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	100
57614	3390	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	87650	100	9700	9710	0	20730	4.399996	61.08383	60.58383	0.0	5.916617	7.499995	77.0	41.6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	100
57631	3391	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	87680	100	9730	9740	0	20760	4.099997	61.08383	60.58383	0.0	6.036617	7.799995	75.5	40.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	100	100	0	100
57648	3392	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	88290	100	10340	10350	0	20760	1.999998	59.88383	59.38383	0.0	5.426627	7.799995	45.0	9.599998	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0
57665	3393	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	88290	100	10340	10350	0	20760	1.999998	65.98373	65.48373	0.0	5.426627	7.799995	45.0	9.599998	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0
57682	3394	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	88290	100	10340	10350	0	20760	1.999998	65.98373	65.48373	0.0	5.426627	7.799995	45.0	9.599998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	0	0
